,Unnamed: 0,id,user,user_followers_count,user_verified,favorite_count,retweet_count,reply_count,quote_count,created_at,lang,cleaned_text,engagement_score,user_activity,Named_Entities,Dominant_Topic,Topic_Words,Dominant_Topic_Name,day_of_week,hour_of_day,Sentiment,location,Emotion
400,400,1.85E+18,DJ_787,852,FALSE,1,1,0,0,2024-10-14 05:30:35+00:00,en,Medieval Dynasty We return to what could be the finale of the treecutting adventure in Medieval Dynasty with,2,Low,['Medieval Dynasty'],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,positive,Pune,neutral
401,401,1.85E+18,zeeshanakram924,78,FALSE,0,0,2,0,2024-10-14 04:53:12+00:00,en,Hence the team has dropped the very individual it is most dependent on Its like cutting the tree which gives you shade Pathetic,2,Low,['Pathetic'],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,4,negative,Jaipur,neutral
402,402,1.85E+18,pulse_pune,10540,FALSE,1,1,0,0,2024-10-14 04:39:09+00:00,en,News Urgent Appeal For Action Against Illegal Near Ganga Kingston In Area,2,High,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,4,negative,Madurai,fear
403,403,1.85E+18,omoshstevo,16,FALSE,1,0,1,0,2024-10-14 04:21:54+00:00,en,Maina the problem with you us sometimes you say you will invite the government to answer some of the questions but then you go quiet Last week you talked of kenya power and cutting of trees and then nothing Now youre talking of inviting the PS to talk of shah Can you walk,2,Low,"['Maina', 'Last week', 'kenya', 'PS']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,4,positive,kenya,anger
404,404,1.85E+18,shamnkwazi,90,FALSE,0,0,0,0,2024-10-14 07:10:33+00:00,en,Can u stop cutting down the trees in the city you fools,0,Low,[],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,7,negative,Pune,anger
405,405,1.85E+18,SevillaTapas,8781,FALSE,0,0,0,0,2024-10-14 06:59:20+00:00,en,Here too Theyve been inexplicably cutting trees down here and putting up expensive toldos that collapse in the rain,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Kolkata,surprise
406,406,1.85E+18,kpdclofficial,13961,FALSE,1,1,0,0,2024-10-14 06:57:57+00:00,en,Branch cutting of trees along the corridor of 11kV lines falling under receiving stations Handwara amp Chogul in Handwara being carried out during the shutdown of the 33KV Handwara line It reduces the incidence of faults during bad weather conditions,2,High,"['11kV', 'Handwara', 'Chogul', 'Handwara']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Chogul,neutral
407,407,1.85E+18,jrmurungi,1765,FALSE,0,0,0,0,2024-10-14 06:56:26+00:00,en,True could come in In fact they could have even engaged them before cutting down the trees,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Hyderabad,neutral
408,408,1.85E+18,MHopeMK,653,FALSE,0,1,0,0,2024-10-14 06:52:56+00:00,en,The fight against climate change will always be an uphill battle if you dont address poverty How do you tell a charcoal burner to stop cutting trees if he does not have any other means of earning a living,1,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Agra,neutral
409,409,1.85E+18,kawaiiyuuji,2094,FALSE,0,0,0,0,2024-10-14 06:31:47+00:00,en,Like cutting down mangrove trees is just bad decision all around,0,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Nagpur,disgust
410,410,1.85E+18,TNerve11,695,FALSE,2,0,0,0,2024-10-14 06:28:52+00:00,en,The toy is made out of plastic or paper from cutting down trees I think this ritual is antienvironment and antihumanity I think next year instead of a sacrifice 4 moongfali chil liya kre mungfali se sacrifice bhi ho jayegi humane bhi lagea mata nature v happy,2,Low,"['next year', '4 moongfali chil', 'liya kre mungfali', 'ho jayegi']",3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,positive,Kolkata,joy
411,411,1.85E+18,CarolNeuRealtor,185,FALSE,0,0,0,0,2024-10-14 06:07:21+00:00,en,If CO2 is the cause of global warming trees beneath CO2 and expel Oxygen so cutting them down probably makes the problem worse You will be asked to sacrifice even more because of the blunders of these knuckleheads,0,Low,"['CO2', 'CO2', 'Oxygen']",2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Vadodara,disgust
412,412,1.85E+18,andyypants,3234,FALSE,1,0,1,0,2024-10-14 05:51:26+00:00,en,99 of the time that is all good Cutting dead wood is still quite dangerous though because the tree can snap further up and fall in a random direction One of my neighbors was killed that way,2,Medium,"['99', 'One']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,5,negative,Hyderabad,anger
413,413,1.85E+18,leemike22346683,141,FALSE,0,0,0,0,2024-10-14 05:47:45+00:00,en,Not the trees his interested in cutting down it is the living populations animals humans so his nwo can control whats left far easier,0,Low,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Kolkata,neutral
414,414,1.85E+18,mrmr_incredible,566,FALSE,0,0,0,0,2024-10-14 05:41:17+00:00,en,You go around Accra and even trees that used to provide shade along major roads are being chopped down We keep cutting down trees in Accra without replanting Not surprised the city keeps getting hot,0,Low,['Accra'],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,5,neutral,Indore,surprise
415,415,1.85E+18,arifassoza,26,FALSE,0,0,0,0,2024-10-14 05:33:24+00:00,en,All illegal structures in Goa by from Delhi Goa is a tiny dot on map of lndia protected by trees amp hills amp if they keep on cutting hills cutting trees modí cut 1000 of trees on Ghats for amp if there is tsunami due to climate change Goa will vanish,0,Low,"['Goa', 'Delhi Goa', '1000', 'Ghats', 'Goa']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,negative,Vadodara,fear
416,416,1.85E+18,DJ_787,852,FALSE,1,1,0,0,2024-10-14 05:30:35+00:00,en,Medieval Dynasty We return to what could be the finale of the treecutting adventure in Medieval Dynasty with,2,Low,['Medieval Dynasty'],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,positive,Jaipur,neutral
417,417,1.85E+18,zeeshanakram924,78,FALSE,0,0,2,0,2024-10-14 04:53:12+00:00,en,Hence the team has dropped the very individual it is most dependent on Its like cutting the tree which gives you shade Pathetic,2,Low,['Pathetic'],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,4,negative,Chennai,neutral
418,418,1.85E+18,pulse_pune,10540,FALSE,1,1,0,0,2024-10-14 04:39:09+00:00,en,News Urgent Appeal For Action Against Illegal Near Ganga Kingston In Area,2,High,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,4,negative,Lucknow,fear
419,419,1.85E+18,omoshstevo,16,FALSE,1,0,1,0,2024-10-14 04:21:54+00:00,en,Maina the problem with you us sometimes you say you will invite the government to answer some of the questions but then you go quiet Last week you talked of kenya power and cutting of trees and then nothing Now youre talking of inviting the PS to talk of shah Can you walk,2,Low,"['Maina', 'Last week', 'kenya', 'PS']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,4,positive,kenya,anger
420,420,1.85E+18,shamnkwazi,90,FALSE,0,0,0,0,2024-10-14 07:10:33+00:00,en,Can u stop cutting down the trees in the city you fools,0,Low,[],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,7,negative,Ghaziabad,anger
421,421,1.85E+18,SevillaTapas,8781,FALSE,0,0,0,0,2024-10-14 06:59:20+00:00,en,Here too Theyve been inexplicably cutting trees down here and putting up expensive toldos that collapse in the rain,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Madurai,surprise
422,422,1.85E+18,kpdclofficial,13961,FALSE,1,1,0,0,2024-10-14 06:57:57+00:00,en,Branch cutting of trees along the corridor of 11kV lines falling under receiving stations Handwara amp Chogul in Handwara being carried out during the shutdown of the 33KV Handwara line It reduces the incidence of faults during bad weather conditions,2,High,"['11kV', 'Handwara', 'Chogul', 'Handwara']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Chogul,neutral
423,423,1.85E+18,jrmurungi,1765,FALSE,0,0,0,0,2024-10-14 06:56:26+00:00,en,True could come in In fact they could have even engaged them before cutting down the trees,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Kanpur,neutral
424,424,1.85E+18,MHopeMK,653,FALSE,0,1,0,0,2024-10-14 06:52:56+00:00,en,The fight against climate change will always be an uphill battle if you dont address poverty How do you tell a charcoal burner to stop cutting trees if he does not have any other means of earning a living,1,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Ghaziabad,neutral
425,425,1.85E+18,kawaiiyuuji,2094,FALSE,0,0,0,0,2024-10-14 06:31:47+00:00,en,Like cutting down mangrove trees is just bad decision all around,0,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Ludhiana,disgust
426,426,1.85E+18,TNerve11,695,FALSE,2,0,0,0,2024-10-14 06:28:52+00:00,en,The toy is made out of plastic or paper from cutting down trees I think this ritual is antienvironment and antihumanity I think next year instead of a sacrifice 4 moongfali chil liya kre mungfali se sacrifice bhi ho jayegi humane bhi lagea mata nature v happy,2,Low,"['next year', '4 moongfali chil', 'liya kre mungfali', 'ho jayegi']",3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,positive,Ahmedabad,joy
427,427,1.85E+18,CarolNeuRealtor,185,FALSE,0,0,0,0,2024-10-14 06:07:21+00:00,en,If CO2 is the cause of global warming trees beneath CO2 and expel Oxygen so cutting them down probably makes the problem worse You will be asked to sacrifice even more because of the blunders of these knuckleheads,0,Low,"['CO2', 'CO2', 'Oxygen']",2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Agra,disgust
428,428,1.85E+18,andyypants,3234,FALSE,1,0,1,0,2024-10-14 05:51:26+00:00,en,99 of the time that is all good Cutting dead wood is still quite dangerous though because the tree can snap further up and fall in a random direction One of my neighbors was killed that way,2,Medium,"['99', 'One']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,5,negative,Madurai,anger
429,429,1.85E+18,leemike22346683,141,FALSE,0,0,0,0,2024-10-14 05:47:45+00:00,en,Not the trees his interested in cutting down it is the living populations animals humans so his nwo can control whats left far easier,0,Low,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Madurai,neutral
430,430,1.85E+18,mrmr_incredible,566,FALSE,0,0,0,0,2024-10-14 05:41:17+00:00,en,You go around Accra and even trees that used to provide shade along major roads are being chopped down We keep cutting down trees in Accra without replanting Not surprised the city keeps getting hot,0,Low,['Accra'],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,5,neutral,Lucknow,surprise
431,431,1.85E+18,arifassoza,26,FALSE,0,0,0,0,2024-10-14 05:33:24+00:00,en,All illegal structures in Goa by from Delhi Goa is a tiny dot on map of lndia protected by trees amp hills amp if they keep on cutting hills cutting trees modí cut 1000 of trees on Ghats for amp if there is tsunami due to climate change Goa will vanish,0,Low,"['Goa', 'Delhi Goa', '1000', 'Ghats', 'Goa']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,negative,Bangalore,fear
432,432,1.85E+18,DJ_787,852,FALSE,1,1,0,0,2024-10-14 05:30:35+00:00,en,Medieval Dynasty We return to what could be the finale of the treecutting adventure in Medieval Dynasty with,2,Low,['Medieval Dynasty'],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,positive,Ahmedabad,neutral
433,433,1.85E+18,zeeshanakram924,78,FALSE,0,0,2,0,2024-10-14 04:53:12+00:00,en,Hence the team has dropped the very individual it is most dependent on Its like cutting the tree which gives you shade Pathetic,2,Low,['Pathetic'],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,4,negative,Indore,neutral
